city,locality,pincode,property_type,area,carpet_area,bhk,bedrooms,bathrooms,balconies,floor,total_floors,property_age,parking,furnished,property_condition,latitude,longitude,amenities_count,has_parking,has_lift,has_security,has_gym,has_swimming_pool,has_garden,has_clubhouse,has_power_backup,has_cctv,has_internet,has_water_supply,has_ac,price
Hyderabad,Kondapur,500004,Apartment,878,725,2,2,1,3,17,18,3,2,Semi-Furnished,New,17.463303,78.34933,9,1,1,1,1,0,0,0,1,1,1,1,1,9100000
Kolkata,Rajarhat,700046,Independent House,1141,911,2,2,1,2,0,3,1,2,Unfurnished,Good,22.614712,88.48588,7,1,1,1,0,0,1,0,1,1,1,0,0,8260000
Hyderabad,Uppal,500006,Apartment,615,487,1,1,1,0,11,14,1,1,Unfurnished,Good,17.40545,78.535843,7,1,1,0,0,1,1,0,1,1,0,1,0,4000000
Mumbai,Thane West,400043,Independent House,1195,1041,2,2,2,0,0,1,8,0,Unfurnished,Good,19.209899,72.970322,8,1,0,1,0,0,1,0,1,1,1,1,1,18090000
Delhi NCR,Sector 62 (Noida),110019,Apartment,820,671,2,2,2,2,10,18,0,2,Unfurnished,New,28.628791,77.346428,7,1,1,1,1,0,0,0,1,1,0,1,0,7330000
Mumbai,Andheri West,400025,Apartment,1213,967,2,2,2,2,32,35,0,1,Unfurnished,New,19.128874,72.837647,4,0,0,1,0,1,0,0,1,0,0,1,0,35470000
Pune,Baner,411013,Apartment,944,759,3,3,3,2,9,28,1,0,Semi-Furnished,New,18.564083,73.785859,7,1,1,1,0,0,0,1,1,0,0,1,1,11080000
Pune,Baner,411015,Apartment,991,834,2,2,2,2,3,4,8,1,Unfurnished,Needs Renovation,18.562797,73.792461,9,1,1,1,0,0,1,1,0,1,1,1,1,8390000
Nagpur,Khamla,440043,Apartment,1019,860,2,2,1,2,8,14,3,2,Unfurnished,Average,21.103995,79.054211,8,1,0,1,1,0,1,0,1,1,1,1,0,7390000
Bengaluru,JP Nagar,560004,Independent House,1073,880,2,2,3,2,0,2,3,1,Semi-Furnished,New,12.925254,77.596863,6,1,0,0,0,0,1,1,1,0,1,0,1,13820000
Pune,Baner,411007,Apartment,1001,799,2,2,2,1,21,22,0,0,Fully Furnished,Good,18.558707,73.772898,8,1,1,1,1,1,0,0,1,1,0,1,0,13090000
Delhi NCR,Sector 62 (Noida),110010,Apartment,1157,1002,2,2,1,3,24,28,12,1,Semi-Furnished,Needs Renovation,28.622203,77.365296,7,1,1,1,1,0,0,0,0,1,1,1,0,8290000
Mumbai,Bandra West,400024,Villa,794,651,2,2,2,2,0,3,0,1,Unfurnished,Good,19.05599,72.821357,2,1,1,0,0,0,0,0,0,0,0,0,0,43590000
Delhi NCR,Rohini (Delhi),110036,Apartment,729,630,2,2,3,1,7,7,3,1,Semi-Furnished,New,28.702796,77.121356,10,1,1,1,0,1,1,1,1,1,1,0,1,7980000
Hyderabad,Miyapur,500035,Apartment,1431,1140,3,3,2,3,5,7,2,1,Unfurnished,Good,17.492777,78.370831,8,1,1,1,1,1,0,1,1,0,0,1,0,9840000
Nagpur,Khamla,440003,Apartment,1617,1362,3,3,2,2,9,22,12,1,Semi-Furnished,Average,21.117449,79.056152,7,1,1,1,0,1,0,0,0,1,1,0,1,8950000
Nagpur,Civil Lines,440024,Apartment,2834,2483,4,4,3,2,12,35,3,0,Unfurnished,Good,21.148923,79.074309,8,1,1,1,1,1,0,0,1,0,1,1,0,27690000
Pune,Hinjewadi,411019,Villa,855,704,2,2,2,2,0,1,0,1,Semi-Furnished,New,18.599604,73.745014,8,1,1,1,1,0,1,1,1,0,0,0,1,10940000
Bengaluru,Sarjapur Road,560045,Apartment,869,680,2,2,2,3,6,10,3,3,Fully Furnished,Good,12.900013,77.680956,9,1,1,0,1,1,1,1,1,1,0,1,0,9080000
Hyderabad,Madhapur,500008,Villa,959,768,2,2,2,2,0,1,1,2,Unfurnished,Good,17.445152,78.376226,7,1,1,0,1,0,1,0,1,1,0,1,0,13830000
Delhi NCR,Cyber City (Gurugram),110004,Independent House,1897,1551,3,3,3,1,0,3,3,1,Semi-Furnished,New,28.498714,77.094373,8,1,1,1,1,0,1,1,1,0,0,1,0,41550000
Chennai,Besant Nagar,600008,Apartment,1017,850,2,2,3,2,17,22,5,1,Semi-Furnished,Good,13.007653,80.269863,7,1,1,1,0,0,1,0,1,1,0,0,1,17710000
Nagpur,Civil Lines,440012,Apartment,813,709,2,2,2,2,6,14,0,1,Semi-Furnished,New,21.153008,79.071513,9,1,1,1,0,0,1,0,1,1,1,1,1,8730000
Pune,Hadapsar,411044,Independent House,1003,841,2,2,2,2,0,2,0,1,Semi-Furnished,New,18.512413,73.932565,6,0,1,1,0,0,0,1,1,1,1,0,0,11360000
Hyderabad,Madhapur,500027,Apartment,588,485,1,1,1,2,8,14,0,1,Semi-Furnished,Good,17.437838,78.388739,9,1,1,1,0,0,1,0,1,1,1,1,1,6990000
Nagpur,Pratap Nagar,440039,Independent House,1406,1180,4,4,3,1,0,3,12,1,Semi-Furnished,Good,21.132109,79.050139,5,0,0,0,1,1,0,0,1,1,0,0,1,10640000
Nagpur,Trimurti Nagar,440017,Apartment,1183,951,2,2,2,2,6,10,1,1,Semi-Furnished,Good,21.112959,79.043592,6,0,1,1,0,0,1,1,0,1,0,1,0,8220000
Pune,Kothrud,411005,Apartment,1353,1154,3,3,3,2,2,4,8,1,Unfurnished,Average,18.501222,73.821025,9,1,1,1,0,1,1,0,1,0,1,1,1,13480000
Nagpur,Ramdaspeth,440016,Independent House,1069,855,2,2,2,1,0,3,2,2,Semi-Furnished,Good,21.1202,79.08484,7,1,0,1,1,0,1,0,1,0,1,1,0,13340000
Bengaluru,Whitefield,560041,Independent House,3256,2624,5,5,5,0,0,2,2,1,Fully Furnished,New,12.967984,77.7532,5,1,0,0,0,0,0,1,1,0,1,0,1,44400000
Delhi NCR,Indirapuram (Ghaziabad),110032,Apartment,955,802,3,3,4,1,1,4,3,0,Unfurnished,Good,28.646256,77.367707,11,1,1,1,1,1,0,1,1,1,1,1,1,6830000
Mumbai,Andheri East,400020,Apartment,907,712,2,2,2,2,6,10,0,1,Semi-Furnished,Good,19.110173,72.869616,8,1,0,1,0,1,0,0,1,1,1,1,1,18710000
Delhi NCR,Greater Noida West,110038,Villa,1125,878,2,2,3,3,0,3,5,1,Semi-Furnished,Average,28.575647,77.439318,6,1,0,0,0,0,0,1,1,0,1,1,1,8300000
Nagpur,Dharampeth,440028,Apartment,2525,2206,5,5,5,2,4,4,2,1,Fully Furnished,New,21.146019,79.048244,4,0,1,1,0,0,0,1,1,0,0,0,0,25320000
Bengaluru,Sarjapur Road,560019,Apartment,706,591,2,2,2,3,10,18,3,2,Semi-Furnished,Average,12.91399,77.677605,10,1,1,1,1,0,0,1,1,1,1,1,1,6330000
Hyderabad,Kondapur,500037,Apartment,1000,861,2,2,2,2,2,10,8,2,Unfurnished,Good,17.46372,78.357336,9,1,0,1,1,1,1,1,1,1,1,0,0,7870000
Pune,Kalyani Nagar,411016,Independent House,1057,856,2,2,3,1,0,1,1,2,Unfurnished,New,18.560419,73.925638,4,1,0,0,0,0,1,0,1,0,0,1,0,17050000
Chennai,Velachery,600018,Independent House,1084,939,2,2,1,2,0,2,1,2,Semi-Furnished,Good,12.967255,80.230022,5,1,1,0,0,0,1,0,1,0,1,0,0,12510000
Pune,Kalyani Nagar,411014,Independent House,867,686,2,2,2,2,0,2,3,1,Semi-Furnished,New,18.556197,73.901264,5,1,0,0,0,1,0,0,1,0,1,0,1,14220000
Mumbai,Kandivali East,400026,Plot,1254,1254,0,0,0,0,0,0,1,0,Unfurnished,Average,19.210003,72.860193,2,0,0,1,0,0,0,0,0,0,0,1,0,16880000
Nagpur,Dharampeth,440040,Apartment,469,397,1,1,1,2,8,14,2,1,Semi-Furnished,New,21.136,79.053422,6,1,1,1,0,0,0,0,0,1,1,1,0,4850000
Pune,Kothrud,411018,Apartment,844,741,2,2,3,2,15,28,8,1,Semi-Furnished,Good,18.496616,73.802855,6,1,1,0,0,0,0,0,1,1,0,1,1,10030000
Nagpur,Dharampeth,440028,Apartment,748,617,2,2,2,2,2,14,1,2,Semi-Furnished,Good,21.135187,79.07759,9,1,1,1,0,0,1,1,0,1,1,1,1,7000000
Delhi NCR,Golf Course Road (Gurugram),110024,Apartment,546,447,1,1,1,2,3,4,2,1,Unfurnished,New,28.456562,77.091029,8,1,1,1,1,0,1,0,1,1,0,0,1,11330000
Bengaluru,Bellandur,560029,Apartment,678,563,1,1,2,3,8,28,3,1,Fully Furnished,Good,12.923552,77.666308,9,1,1,1,1,0,1,0,1,1,1,1,0,8280000
Pune,Wakad,411014,Plot,2202,2202,0,0,0,0,0,0,4,0,Unfurnished,Average,18.597937,73.782643,1,0,0,0,0,0,0,0,0,0,0,1,0,12680000
Bengaluru,Bellandur,560038,Independent House,983,779,2,2,2,0,0,3,1,1,Semi-Furnished,New,12.941349,77.673374,5,1,0,1,0,0,1,0,1,0,0,0,1,12310000
Hyderabad,Kondapur,500031,Apartment,610,504,1,1,1,2,4,4,2,1,Unfurnished,Average,17.46543,78.355303,7,1,1,1,0,0,0,0,1,1,0,1,1,4930000
Pune,Wakad,411009,Apartment,842,663,2,2,3,0,21,35,3,1,Semi-Furnished,Good,18.608531,73.772489,7,0,0,1,0,1,1,0,1,0,1,1,1,8250000
Hyderabad,HITEC City,500022,Apartment,1088,938,2,2,2,2,2,4,0,1,Semi-Furnished,New,17.441385,78.371006,6,1,1,1,0,0,1,0,0,1,0,1,0,13240000
Mumbai,Navi Mumbai - Vashi,400004,Apartment,1400,1159,3,3,2,2,23,35,5,1,Fully Furnished,Good,19.068626,72.994598,8,1,1,1,0,1,0,0,1,1,0,1,1,24280000
Mumbai,Juhu,400042,Apartment,1935,1517,3,3,3,2,2,7,2,0,Semi-Furnished,Good,19.085309,72.824863,9,1,1,1,1,1,0,1,0,0,1,1,1,89870000
Kolkata,New Town (Action Area 1),700045,Apartment,1430,1193,3,3,3,1,8,35,8,2,Unfurnished,Average,22.601027,88.472799,6,1,1,1,0,0,0,0,1,0,1,1,0,8960000
Nagpur,Manish Nagar,440045,Apartment,1252,1046,4,4,3,2,9,14,12,3,Semi-Furnished,Needs Renovation,21.092744,79.077195,6,0,1,1,0,1,0,1,1,1,0,0,0,6050000
Mumbai,Juhu,400003,Villa,864,695,2,2,2,0,0,2,18,1,Unfurnished,Average,19.121459,72.845539,7,1,1,0,0,1,1,0,1,1,1,0,0,34810000
Hyderabad,Uppal,500044,Apartment,1282,1030,3,3,3,0,20,28,1,1,Semi-Furnished,Good,17.392382,78.563948,6,0,1,0,1,1,0,1,1,0,0,0,1,9190000
Nagpur,Ramdaspeth,440037,Independent House,1337,1119,3,3,4,0,0,3,0,2,Semi-Furnished,New,21.116168,79.08076,7,1,1,1,0,1,0,0,1,0,1,1,0,17960000
Delhi NCR,Vasant Kunj (Delhi),110017,Apartment,414,355,1,1,1,1,4,22,8,1,Fully Furnished,New,28.521412,77.15961,7,1,1,1,0,0,0,1,1,1,0,1,0,9390000
Bengaluru,Indiranagar,560005,Plot,1655,1655,0,0,0,0,0,0,1,0,Unfurnished,Average,12.972074,77.648927,0,0,0,0,0,0,0,0,0,0,0,0,0,19110000
Mumbai,Navi Mumbai - Vashi,400024,Apartment,1025,860,3,3,2,2,12,35,8,1,Fully Furnished,Average,19.060704,73.008687,8,1,1,1,0,1,0,0,0,1,1,1,1,16130000
Nagpur,Khamla,440040,Apartment,1422,1149,3,3,3,1,8,10,0,2,Unfurnished,New,21.111478,79.053768,9,0,1,1,0,1,1,1,1,1,1,0,1,10170000
Nagpur,Trimurti Nagar,440022,Apartment,876,749,2,2,2,3,7,22,2,1,Semi-Furnished,New,21.101039,79.033111,6,1,1,1,0,1,0,0,0,0,1,1,0,6360000
Hyderabad,Miyapur,500041,Independent House,1054,863,2,2,3,2,0,1,3,2,Semi-Furnished,Good,17.496481,78.367759,7,1,1,0,1,0,0,0,1,0,1,1,1,8860000
Bengaluru,Bellandur,560013,Apartment,1666,1439,3,3,2,2,14,28,5,1,Unfurnished,Good,12.929764,77.676295,8,0,1,1,0,1,1,1,1,1,0,1,0,15720000
Pune,Baner,411044,Apartment,1586,1329,3,3,3,0,2,4,5,1,Semi-Furnished,Good,18.572438,73.789537,7,0,1,0,1,1,0,0,1,1,0,1,1,18030000
Nagpur,Trimurti Nagar,440011,Villa,689,552,2,2,2,0,0,2,3,2,Semi-Furnished,Average,21.108767,79.045842,4,1,0,0,0,0,1,0,1,1,0,0,0,5860000
Mumbai,Navi Mumbai - Vashi,400045,Apartment,1174,980,2,2,2,1,1,4,2,1,Semi-Furnished,New,19.076976,72.991656,7,1,1,0,0,1,0,0,1,1,0,1,1,19090000
Kolkata,Ballygunge,700034,Apartment,687,540,2,2,1,0,18,35,8,1,Semi-Furnished,Average,22.518971,88.37278,7,1,0,0,0,0,1,1,1,1,0,1,1,9430000
Mumbai,Thane West,400003,Apartment,1491,1211,3,3,4,0,12,35,0,1,Unfurnished,Average,19.204531,72.975233,8,1,1,1,1,1,1,1,0,1,0,0,0,20040000
Kolkata,Garia,700041,Apartment,2544,2038,4,4,5,0,4,18,2,0,Fully Furnished,New,22.45933,88.381314,9,0,1,1,1,0,1,0,1,1,1,1,1,17290000
Delhi NCR,Sohna Road (Gurugram),110039,Apartment,1238,1048,3,3,2,2,19,28,12,1,Semi-Furnished,Good,28.40687,77.036122,9,1,1,1,1,1,1,0,1,1,0,0,1,10460000
Hyderabad,Kukatpally,500035,Apartment,581,504,2,2,3,2,9,18,3,2,Semi-Furnished,Good,17.494554,78.395105,6,1,1,1,0,0,1,0,1,0,0,0,1,4520000
Nagpur,Dharampeth,440041,Apartment,1153,1007,2,2,3,0,22,22,1,0,Unfurnished,New,21.149738,79.060474,7,1,1,1,0,0,1,0,0,1,1,1,0,12120000
Hyderabad,Manikonda,500004,Independent House,1063,834,2,2,2,2,0,3,3,0,Fully Furnished,Good,17.397617,78.381086,5,1,0,0,0,1,1,0,0,1,0,0,1,11030000
Delhi NCR,Sohna Road (Gurugram),110005,Apartment,1017,823,2,2,1,1,9,10,0,2,Semi-Furnished,Good,28.396358,77.035228,8,1,1,1,0,0,0,1,1,1,1,1,0,10610000
Delhi NCR,Vasant Kunj (Delhi),110030,Apartment,820,659,2,2,1,3,4,14,1,0,Semi-Furnished,New,28.519184,77.167576,7,1,1,0,0,0,0,0,1,1,1,1,1,18120000
Nagpur,Manish Nagar,440018,Apartment,415,324,1,1,1,1,5,10,8,1,Semi-Furnished,Good,21.08268,79.091354,8,1,1,1,1,0,1,0,0,1,0,1,1,2680000
Chennai,T Nagar,600021,Apartment,1367,1077,3,3,3,1,10,10,8,1,Fully Furnished,Average,13.037727,80.237983,8,1,1,0,0,0,1,1,1,1,0,1,1,21350000
Kolkata,Garia,700027,Apartment,1477,1291,3,3,4,2,1,18,8,1,Fully Furnished,Good,22.45815,88.382819,10,1,1,1,1,1,1,1,1,1,0,1,0,8630000
Mumbai,Powai,400030,Villa,1958,1573,4,4,4,1,0,2,0,2,Semi-Furnished,New,19.117209,72.907884,7,0,1,0,0,0,1,1,1,1,1,0,1,55480000
Hyderabad,Madhapur,500015,Apartment,811,711,2,2,2,1,6,10,25,0,Unfurnished,Average,17.445167,78.40354,8,1,1,1,0,1,0,0,0,1,1,1,1,5570000
Delhi NCR,Golf Course Road (Gurugram),110013,Villa,596,478,1,1,2,2,0,1,12,1,Semi-Furnished,Average,28.47146,77.083896,7,1,0,1,0,1,1,0,1,0,1,1,0,13380000
Kolkata,New Town (Action Area 1),700010,Apartment,496,389,1,1,1,2,6,7,3,2,Semi-Furnished,Good,22.590963,88.465575,9,1,1,1,1,1,0,0,1,1,0,1,1,4000000
Delhi NCR,Golf Course Road (Gurugram),110004,Apartment,1415,1147,2,2,2,2,13,14,0,1,Semi-Furnished,New,28.466256,77.103214,7,1,1,1,1,0,0,0,1,1,0,1,0,32830000
Delhi NCR,Indirapuram (Ghaziabad),110025,Apartment,995,795,3,3,4,2,4,7,0,1,Unfurnished,New,28.64316,77.383583,7,0,1,0,1,1,1,0,1,1,0,1,0,7440000
Bengaluru,Yelahanka,560015,Villa,1115,903,2,2,1,1,0,1,0,3,Fully Furnished,New,13.106335,77.611116,6,1,1,1,0,0,0,0,1,0,1,1,0,13520000
Nagpur,Trimurti Nagar,440003,Apartment,762,621,2,2,2,1,13,28,12,2,Fully Furnished,Good,21.115107,79.050485,10,1,1,1,1,0,1,0,1,1,1,1,1,5050000
Kolkata,Salt Lake (Sector V),700008,Apartment,878,736,3,3,3,3,8,18,12,1,Semi-Furnished,Average,22.580715,88.426459,5,0,1,1,0,0,0,0,1,1,1,0,0,6650000
Mumbai,Andheri West,400045,Apartment,1111,958,2,2,2,3,6,10,0,1,Semi-Furnished,New,19.131879,72.812716,7,0,0,1,1,0,1,1,1,1,0,1,0,35740000
Pune,Hinjewadi,411018,Apartment,779,636,2,2,3,2,16,18,8,1,Unfurnished,Good,18.582828,73.74773,4,0,0,1,0,1,0,0,0,1,0,1,0,5560000
Pune,Aundh,411011,Villa,1384,1205,3,3,3,2,0,2,2,0,Semi-Furnished,New,18.566462,73.817369,5,1,0,0,0,1,1,0,1,1,0,0,0,24120000
Pune,Magarpatta,411040,Apartment,738,621,1,1,1,2,6,35,18,1,Semi-Furnished,Average,18.498714,73.933278,7,1,0,1,0,0,1,1,1,1,0,1,0,5800000
Pune,Baner,411043,Apartment,1745,1361,3,3,3,2,5,10,1,1,Semi-Furnished,Good,18.560136,73.781417,6,1,0,1,1,0,1,0,1,1,0,0,0,19920000
Chennai,Velachery,600046,Apartment,1102,888,2,2,3,2,31,35,1,1,Unfurnished,New,12.986635,80.209762,8,0,1,1,1,0,0,0,1,1,1,1,1,11430000
Delhi NCR,Vasant Kunj (Delhi),110020,Apartment,1398,1122,3,3,4,3,6,10,5,0,Semi-Furnished,Good,28.51967,77.161998,8,1,1,1,0,0,1,1,0,1,1,0,1,26510000
Pune,Baner,411004,Apartment,1484,1189,3,3,3,3,6,22,12,0,Unfurnished,Good,18.55668,73.780092,7,0,0,1,0,1,1,0,1,1,1,1,0,13080000
Bengaluru,HSR Layout,560035,Apartment,913,785,2,2,1,1,10,18,1,2,Semi-Furnished,New,12.883291,77.63899,8,1,1,1,1,1,1,0,0,1,0,1,0,12420000
Delhi NCR,Sector 150 (Noida),110024,Apartment,2301,1967,4,4,5,1,1,14,18,1,Semi-Furnished,Good,28.448556,77.476279,9,1,1,1,0,1,0,1,0,1,1,1,1,20000000
Bengaluru,Hebbal,560023,Apartment,2475,2088,4,4,3,1,4,4,12,2,Semi-Furnished,Good,13.043018,77.593001,8,1,1,1,1,1,0,0,1,0,0,1,1,24000000
Delhi NCR,Vasant Kunj (Delhi),110038,Apartment,910,778,2,2,1,1,2,4,0,0,Semi-Furnished,New,28.518431,77.159277,4,1,0,1,0,0,1,0,0,1,0,0,0,19420000
Mumbai,Juhu,400010,Independent House,735,618,1,1,2,3,0,2,12,2,Unfurnished,Needs Renovation,19.106219,72.831247,7,1,1,1,0,0,1,0,1,0,1,0,1,26530000
Chennai,Porur,600011,Apartment,1126,885,2,2,3,3,2,10,12,0,Semi-Furnished,Average,13.026929,80.160059,5,1,1,1,0,0,0,0,0,1,0,1,0,6730000
Chennai,Sholinganallur,600011,Apartment,673,591,1,1,2,2,1,22,0,0,Semi-Furnished,Good,12.892094,80.222644,7,1,1,1,1,0,0,1,1,0,0,0,1,5410000
Nagpur,Dharampeth,440016,Independent House,1208,955,3,3,3,1,0,1,3,1,Fully Furnished,Average,21.142002,79.073307,5,1,1,0,1,0,0,0,1,1,0,0,0,12570000
Nagpur,Trimurti Nagar,440018,Villa,825,690,2,2,3,3,0,1,0,1,Semi-Furnished,New,21.110979,79.041662,5,1,0,0,0,0,0,1,1,1,1,0,0,7570000
Kolkata,Ballygunge,700031,Apartment,1337,1104,3,3,3,3,15,22,18,1,Fully Furnished,Average,22.530666,88.375393,7,1,1,1,1,0,0,1,0,1,1,0,0,16720000
Hyderabad,Kukatpally,500033,Plot,1852,1852,0,0,0,0,0,0,5,0,Unfurnished,Average,17.489087,78.409027,1,0,0,0,0,0,0,0,0,0,0,1,0,10130000
Delhi NCR,Indirapuram (Ghaziabad),110015,Independent House,738,621,2,2,3,2,0,2,3,1,Semi-Furnished,Good,28.638624,77.386505,6,1,1,1,0,0,0,0,1,0,1,0,1,6440000
Mumbai,Borivali West,400037,Apartment,2104,1728,4,4,4,2,13,22,8,3,Semi-Furnished,Good,19.243798,72.845249,6,0,1,1,0,0,1,0,1,1,0,1,0,36080000
Nagpur,Civil Lines,440031,Apartment,992,840,3,3,4,1,3,7,2,0,Fully Furnished,Good,21.157981,79.070332,10,1,1,1,1,0,0,1,1,1,1,1,1,11320000
Delhi NCR,Dwarka (Delhi),110016,Apartment,1461,1205,3,3,2,3,10,14,3,0,Fully Furnished,Average,28.588867,77.046014,10,1,1,1,0,1,1,0,1,1,1,1,1,19820000
Nagpur,Ramdaspeth,440005,Apartment,664,555,2,2,1,3,13,22,0,1,Semi-Furnished,New,21.156883,79.079559,10,0,1,1,1,1,1,0,1,1,1,1,1,7950000
Pune,Wakad,411006,Independent House,1055,834,2,2,3,1,0,2,8,2,Semi-Furnished,Average,18.604375,73.767676,4,1,1,0,0,0,0,0,1,1,0,0,0,9230000
Pune,Viman Nagar,411036,Independent House,1052,857,2,2,2,2,0,1,1,1,Unfurnished,Good,18.570986,73.907821,5,1,0,1,0,0,0,1,1,0,1,0,0,14350000
Mumbai,Juhu,400010,Apartment,1473,1152,3,3,2,2,2,10,0,1,Semi-Furnished,New,19.113339,72.837435,10,0,1,1,1,1,1,0,1,1,1,1,1,69800000
Kolkata,Alipore,700015,Apartment,1479,1290,3,3,3,2,8,22,5,0,Semi-Furnished,Good,22.53748,88.324201,9,1,1,1,1,1,0,0,1,1,1,1,0,27360000
Nagpur,Besha,440033,Apartment,971,854,2,2,3,1,2,7,5,0,Semi-Furnished,Good,21.066352,79.109541,8,1,1,1,0,0,0,0,1,1,1,1,1,4520000
Delhi NCR,Vasant Kunj (Delhi),110014,Apartment,1609,1399,4,4,4,2,6,14,5,1,Unfurnished,New,28.530514,77.161706,8,1,1,1,0,0,1,1,0,1,1,1,0,32010000
Delhi NCR,Dwarka (Delhi),110041,Apartment,1053,877,2,2,2,0,22,28,5,1,Semi-Furnished,Good,28.603843,77.045758,7,1,1,1,0,0,1,0,1,0,0,1,1,15730000
Bengaluru,Whitefield,560035,Plot,3038,3038,0,0,0,0,0,0,2,0,Unfurnished,Average,12.956008,77.755551,2,0,0,1,0,0,0,0,0,0,0,1,0,22300000
Pune,Viman Nagar,411016,Apartment,1102,959,2,2,2,2,7,7,0,1,Semi-Furnished,New,18.566265,73.911976,9,1,1,1,0,1,1,0,1,1,1,0,1,14930000
Hyderabad,HITEC City,500031,Apartment,1605,1383,3,3,3,0,4,7,2,1,Fully Furnished,Good,17.44832,78.38552,8,1,1,1,0,1,0,1,1,0,1,0,1,19720000
Hyderabad,Madhapur,500014,Independent House,1342,1170,3,3,4,3,0,2,0,2,Fully Furnished,Good,17.44078,78.388411,4,1,0,0,0,1,1,0,0,1,0,0,0,19330000
Nagpur,Sadar,440041,Independent House,968,798,2,2,3,3,0,1,0,2,Fully Furnished,New,21.183855,79.083547,5,1,1,0,0,0,0,1,0,0,1,0,1,11490000
Pune,Kharadi,411037,Independent House,1426,1183,3,3,3,3,0,2,8,1,Semi-Furnished,Good,18.546498,73.934637,6,1,0,0,1,0,1,0,1,0,1,1,0,15810000
Hyderabad,Jubilee Hills,500002,Apartment,969,841,2,2,1,3,9,14,0,1,Semi-Furnished,New,17.425552,78.399899,6,1,1,1,0,0,0,0,0,1,0,1,1,19280000
Nagpur,Pratap Nagar,440027,Villa,962,821,2,2,2,3,0,2,0,0,Semi-Furnished,Good,21.130549,79.038276,6,1,1,1,0,0,0,0,1,0,1,1,0,9420000
Delhi NCR,Greater Noida West,110044,Independent House,595,476,1,1,2,2,0,1,8,2,Semi-Furnished,Good,28.57533,77.428331,7,1,1,1,0,0,0,0,1,0,1,1,1,4120000
Pune,Baner,411014,Villa,1799,1515,4,4,4,3,0,2,1,1,Semi-Furnished,New,18.560535,73.785516,5,1,0,1,0,0,0,0,0,1,1,0,1,26890000
Mumbai,Bandra West,400034,Independent House,1023,831,2,2,3,0,0,2,1,1,Semi-Furnished,New,19.073385,72.842614,5,1,0,1,0,0,1,0,1,1,0,0,0,53540000
Bengaluru,Hebbal,560007,Villa,1048,840,2,2,1,2,0,1,0,0,Semi-Furnished,New,13.034376,77.598241,3,1,0,0,0,0,0,0,1,0,0,1,0,15220000
Mumbai,Andheri West,400040,Apartment,1429,1175,3,3,3,2,1,7,8,2,Unfurnished,Good,19.137511,72.823068,4,0,1,1,0,1,0,0,0,0,0,1,0,30890000
Mumbai,Thane West,400034,Apartment,1286,1007,3,3,4,2,4,18,5,3,Semi-Furnished,Good,19.220174,72.982892,9,1,1,1,1,1,0,0,1,0,1,1,1,20220000
Mumbai,Andheri West,400034,Villa,865,681,2,2,2,1,0,1,0,1,Semi-Furnished,New,19.138571,72.8354,4,1,0,0,1,0,0,0,1,0,0,0,1,34180000
Bengaluru,Hebbal,560043,Apartment,2077,1640,4,4,5,0,6,35,12,0,Fully Furnished,Average,13.034033,77.598529,7,1,1,0,1,1,0,0,0,1,0,1,1,18770000
Kolkata,Garia,700018,Independent House,2026,1684,4,4,4,3,0,3,2,1,Semi-Furnished,Average,22.469957,88.395136,4,0,0,1,1,1,0,0,1,0,0,0,0,12290000
Nagpur,Wardha Road,440045,Independent House,602,520,1,1,2,3,0,2,25,1,Semi-Furnished,Needs Renovation,21.073403,79.075628,4,1,1,0,1,0,0,0,1,0,0,0,0,2500000
Bengaluru,JP Nagar,560014,Apartment,902,743,2,2,2,2,18,28,0,1,Semi-Furnished,New,12.903406,77.585197,7,1,1,1,0,0,0,0,1,1,1,0,1,10750000
Chennai,Velachery,600017,Independent House,1062,847,2,2,2,2,0,1,25,0,Semi-Furnished,Good,12.978338,80.230744,6,0,1,0,1,1,1,0,1,0,1,0,0,9120000
Mumbai,Borivali West,400004,Apartment,1175,931,3,3,3,1,15,18,3,2,Fully Furnished,Good,19.231258,72.851495,6,0,1,1,1,0,0,0,0,1,0,1,1,24430000
Delhi NCR,Vasant Kunj (Delhi),110042,Apartment,2856,2485,4,4,4,1,3,22,5,3,Semi-Furnished,Good,28.517539,77.158882,8,1,1,1,1,1,0,0,1,1,0,1,0,60660000
Pune,Magarpatta,411038,Apartment,778,610,2,2,1,2,16,22,2,2,Semi-Furnished,New,18.508959,73.917552,7,0,1,1,0,1,0,0,1,1,0,1,1,9030000
Bengaluru,HSR Layout,560046,Independent House,681,580,3,3,2,3,0,2,2,1,Semi-Furnished,New,12.916457,77.661034,7,1,1,0,0,0,1,1,1,0,0,1,1,10680000
Kolkata,New Town (Action Area 1),700039,Apartment,707,614,2,2,1,3,14,18,1,1,Semi-Furnished,New,22.589858,88.468329,7,0,1,1,0,0,0,0,1,1,1,1,1,5910000
Mumbai,Thane West,400016,Apartment,2425,1980,4,4,5,1,8,14,18,1,Semi-Furnished,Good,19.224782,72.968856,6,0,1,1,0,0,1,0,1,0,1,1,0,30630000
Mumbai,Andheri East,400011,Apartment,1211,964,2,2,1,2,2,7,2,2,Semi-Furnished,New,19.12882,72.892622,6,0,1,1,0,0,0,0,1,1,1,0,1,25200000
Delhi NCR,Sector 150 (Noida),110042,Apartment,1432,1125,2,2,2,0,9,10,18,0,Unfurnished,Good,28.452166,77.47326,7,0,1,1,0,1,1,0,1,1,0,1,0,11150000
